Year,City,CityNormalized,DEI
2022,郑州,郑州,75.8
2022,郴州,郴州,46.2
2022,鄂尔多斯,鄂尔多斯,56.5
2022,鄂州,鄂州,43.6
2022,酒泉,酒泉,43.2
2022,重庆,重庆,80.5
2022,金华,金华,68.4
2022,金昌,金昌,37.5
2022,钦州,钦州,41.3
2022,铜仁,铜仁,39.3
2022,铜陵,铜陵,59.4
2022,银川,银川,62.1
2022,镇江,镇江,69.6
2022,长春,长春,62.8
2022,长沙,长沙,75
2022,长治,长治,41.7
2022,阜阳,阜阳,51
2022,阳江,阳江,44.4
2022,阿克苏,阿克苏,40
2022,随州,随州,41.8
2022,雅安,雅安,40.9
2022,青岛,青岛,75.6
2022,鞍山,鞍山,48.9
2022,韶关,韶关,43.9
2022,马鞍山,马鞍山,52.5
2022,驻马店,驻马店,47.9
2022,鹤壁,鹤壁,43.4
2022,黄冈,黄冈,44.2
2022,黄山,黄山,45.3
2022,黄石,黄石,46.7
2022,黔东南,黔东南,38.1
2022,黔南,黔南,44.5
2022,黔西南州,黔西南州,39.4
2022,齐齐哈尔,齐齐哈尔,53.5
2022,龙岩,龙岩,51.7
2023,三亚,三亚,45.5
2023,三明,三明,54.6
2023,三门峡,三门峡,45.4
2023,上海,上海,93.6
2023,上饶,上饶,50.2
2023,东莞,东莞,74.2
2023,东营,东营,62.4
2023,中山,中山,66.6
2023,临汾,临汾,42.4
2023,临沂,临沂,63.1
2023,丽水,丽水,46.7
2023,乌兰察布,乌兰察布,50.3
2023,乌鲁木齐,乌鲁木齐,70
2023,乐山,乐山,41.5
2023,九江,九江,56.6
2023,亳州,亳州,42.7
2023,伊犁,伊犁,52.6
2023,佛山,佛山,75.2
2023,保定,保定,54.4
2023,保山,保山,40.5
2023,信阳,信阳,55.1
2023,克拉玛依,克拉玛依,47.6
2023,六安,六安,44.2
2023,六盘水,六盘水,41.5
2023,兰州,兰州,69.2
2023,内江,内江,41.7
2023,凉山,凉山,40
2023,包头,包头,63.2
2023,北京,北京,92.4
2023,北海,北海,56.8
2023,十堰,十堰,48.9
2023,南京,南京,84.8
2023,南充,南充,53.1
2023,南宁,南宁,72.1
2023,南平,南平,55.9
2023,南昌,南昌,71.2
2023,南通,南通,75.5
2023,南阳,南阳,55.5
2023,厦门,厦门,77.3
2023,台州,台州,67.8
2023,合肥,合肥,78.8
2023,吉安,吉安,51.8
2023,吉林,吉林,46.3
2023,吕梁,吕梁,39.2
2023,周口,周口,60.6
2023,呼伦贝尔,呼伦贝尔,45
2023,呼和浩特,呼和浩特,73.3
2023,咸宁,咸宁,41.8
2023,咸阳,咸阳,66.9
2023,哈尔滨,哈尔滨,64.8
2023,唐山,唐山,63.4
2023,商丘,商丘,54
2023,喀什,喀什,40.2
2023,嘉兴,嘉兴,68.5
2023,大同,大同,44.5
2023,大庆,大庆,59.2
2023,大理,大理,42.9
2023,大连,大连,67.2
2023,天水,天水,44.3
2023,天津,天津,76.9
2023,太原,太原,67.6
2023,威海,威海,71.6
2023,娄底,娄底,43
2023,孝感,孝感,48.4
2023,宁德,宁德,54.1
2023,宁波,宁波,80.2
2023,安庆,安庆,53.1
2023,安康,安康,39.4
2023,安阳,安阳,48.4
2023,宜宾,宜宾,54.2
2023,宜昌,宜昌,65.5
2023,宜春,宜春,49.1
2023,宝鸡,宝鸡,54.8
2023,宣城,宣城,41.7
2023,宿州,宿州,48.2
2023,宿迁,宿迁,60.7
2023,岳阳,岳阳,54.7
2023,巴音郭楞,巴音郭楞,39.6
2023,常州,常州,70.8
2023,常德,常德,57.8
2023,平顶山,平顶山,54.5
2023,广元,广元,39.8
2023,广安,广安,42.3
2023,广州,广州,87.9
2023,廊坊,廊坊,62.5
2023,延安,延安,47.9
2023,开封,开封,61.5
2023,张家口,张家口,54.2
2023,徐州,徐州,65.8
2023,德州,德州,60.9
2023,德阳,德阳,56.5
2023,忻州,忻州,41
2023,怀化,怀化,42
2023,恩施,恩施,40.8
2023,惠州,惠州,69.4
2023,成都,成都,90.1
2023,扬州,扬州,72.3
2023,承德,承德,49.4
2023,抚州,抚州,42.4
2023,抚顺,抚顺,40.9
2023,拉萨,拉萨,57.1
2023,揭阳,揭阳,54.8
2023,攀枝花,攀枝花,43.3
2023,新乡,新乡,53.7
2023,新余,新余,40.9
2023,无锡,无锡,81.1
2023,日照,日照,52.5
2023,昆明,昆明,71.3
2023,昌吉,昌吉,46.5
2023,昭通,昭通,38.3
2023,晋中,晋中,45.1
2023,晋城,晋城,46
2023,普洱,普洱,40.1
2023,景德镇,景德镇,40.9
2023,曲靖,曲靖,50.1
2023,朔州,朔州,40.4
2023,杭州,杭州,92.9
2023,枣庄,枣庄,50.5
2023,柳州,柳州,65.1
2023,株洲,株洲,54
2023,桂林,桂林,57
2023,梅州,梅州,42
2023,梧州,梧州,41.2
2023,楚雄,楚雄,38.2
2023,榆林,榆林,62.8
2023,武汉,武汉,81.2
2023,毕节,毕节,43.3
2023,毫州,毫州,47.4
2023,永州,永州,47.5
2023,汉中,汉中,49.6
2023,汕头,汕头,63.7
2023,汕尾,汕尾,40.9
2023,江门,江门,66
2023,池州,池州,44.9
2023,沈阳,沈阳,72
2023,沧州,沧州,63.4
2023,河池,河池,39.2
2023,泉州,泉州,71.5
2023,泰安,泰安,54.4
2023,泰州,泰州,66.7
2023,泸州,泸州,52.6
2023,洛阳,洛阳,62.9
2023,济南,济南,77.1
2023,济宁,济宁,62.8
2023,海东,海东,39.2
2023,海口,海口,64.3
2023,海西,海西,39
2023,淄博,淄博,69.1
2023,淮北,淮北,41.2
2023,淮南,淮南,40.8
2023,淮安,淮安,67.3
2023,深圳,深圳,92
2023,清远,清远,47.8
2023,温州,温州,73.3
2023,渭南,渭南,42.3
2023,湖州,湖州,62.2
2023,湘潭,湘潭,53.5
2023,湛江,湛江,61.4
2023,滁州,滁州,54.5
2023,滨州,滨州,63.5
2023,漯河,漯河,45.7
2023,漳州,漳州,63.3
2023,潍坊,潍坊,72.5
2023,潮州,潮州,44.2
2023,濮阳,濮阳,42
2023,烟台,烟台,74.4
2023,焦作,焦作,56.3
2023,牡丹江,牡丹江,52.4
2023,玉林,玉林,45.5
2023,玉溪,玉溪,55.4
2023,珠海,珠海,71.7
2023,甘南,甘南,37.6
2023,百色,百色,40.6
2023,益阳,益阳,50.2
2023,盐城,盐城,61.4
2023,盘锦,盘锦,45.3
2023,眉山,眉山,41.4
2023,石嘴山,石嘴山,41.3
2023,石家庄,石家庄,67.1
2023,福州,福州,79.3
2023,秦皇岛,秦皇岛,56.8
2023,红河,红河,48.2
2023,绍兴,绍兴,71
2023,绥化,绥化,40.6
2023,绵阳,绵阳,66.1
2023,聊城,聊城,46.2
2023,肇庆,肇庆,56.7
2023,自贡,自贡,43.8
2023,舟山,舟山,40.9
2023,芜湖,芜湖,66.4
2023,苏州,苏州,83.1
2023,茂名,茂名,55.4
2023,荆州,荆州,48
2023,荆门,荆门,48.3
2023,莆田,莆田,53.4
2023,菏泽,菏泽,61.2
2023,营口,营口,44.3
2023,蚌埠,蚌埠,52.7
2023,衡水,衡水,54.3
2023,衡阳,衡阳,55.8
2023,衢州,衢州,42.8
2023,襄阳,襄阳,62.9
2023,西宁,西宁,61.6
2023,西安,西安,73.1
2023,许昌,许昌,55.8
2023,贵港,贵港,39.9
2023,贵阳,贵阳,71
2023,资阳,资阳,40
2023,赣州,赣州,55
2023,赤峰,赤峰,46.9
2023,达州,达州,46.6
2023,运城,运城,42.6
2023,连云港,连云港,67.4
2023,通辽,通辽,43.8
2023,遂宁,遂宁,40
2023,遵义,遵义,63
2023,邢台,邢台,54.3
2023,邯郸,邯郸,61.1
2023,邵阳,邵阳,47
2023,郑州,郑州,78
2023,郴州,郴州,50.8
2023,鄂尔多斯,鄂尔多斯,58.4
2023,鄂州,鄂州,45.4
2023,酒泉,酒泉,45
2023,重庆,重庆,81.8
2023,金华,金华,69.9
2023,金昌,金昌,39.3
2023,钦州,钦州,44
2023,铜仁,铜仁,42
2023,铜川,铜川,42.1
2023,铜陵,铜陵,60.8
2023,银川,银川,63.4
2023,锡林郭勒,锡林郭勒,40.1
2023,锦州,锦州,40.3
2023,镇江,镇江,71.8
2023,长春,长春,65.6
2023,长沙,长沙,76.5
2023,长治,长治,43.8
2023,阜阳,阜阳,52.9
2023,阳江,阳江,46.2
2023,阿克苏,阿克苏,41.9
2023,随州,随州,43.7
2023,雅安,雅安,41.9
2023,青岛,青岛,76.7
2023,鞍山,鞍山,50.8
2023,韶关,韶关,45.3
2023,马鞍山,马鞍山,53.9
2023,驻马店,驻马店,49.8
2023,鹤壁,鹤壁,44.8
2023,黄冈,黄冈,46.1
2023,黄山,黄山,47.3
2023,黄石,黄石,48.6
2023,黔东南,黔东南,40.5
2023,黔南,黔南,45.9
2023,黔西南州,黔西南州,41
2023,齐齐哈尔,齐齐哈尔,55.1
2023,龙岩,龙岩,53.9
2024,三明,三明,55.7
2024,三门峡,三门峡,46.2
2024,上海,上海,93.7
2024,上饶,上饶,57.3
2024,东莞,东莞,74.8
2024,东营,东营,62.7
2024,中山,中山,64.7
2024,临汾,临汾,48.2
2024,临沂,临沂,65.8
2024,临沧,临沧,39.1
2024,丽水,丽水,48.9
2024,乌兰察布,乌兰察布,43.8
2024,乌鲁木齐,乌鲁木齐,68.9
2024,乐山,乐山,47.7
2024,九江,九江,59.3
2024,云浮,云浮,40.3
2024,亳州,亳州,47.2
2024,伊犁,伊犁,49
2024,佛山,佛山,75.1
2024,保定,保定,62
2024,保山,保山,40.6
2024,信阳,信阳,56.5
2024,克拉玛依,克拉玛依,43.4
2024,六安,六安,47.9
2024,六盘水,六盘水,42.7
2024,兰州,兰州,65
2024,内江,内江,43.2
2024,凉山,凉山,43.2
2024,包头,包头,59.6
2024,北京,北京,92.8
2024,北海,北海,55.5
2024,十堰,十堰,51.5
2024,南京,南京,83.7
2024,南充,南充,55.2
2024,南宁,南宁,72.1
2024,南平,南平,53.3
2024,南昌,南昌,73
2024,南通,南通,75.7
2024,南阳,南阳,61.9
2024,厦门,厦门,76.2
2024,台州,台州,70.6
2024,合肥,合肥,81.2
2024,吉安,吉安,54.8
2024,吉林,吉林,45.5
2024,吕梁,吕梁,44.2
2024,周口,周口,60.6
2024,呼伦贝尔,呼伦贝尔,44.9
2024,呼和浩特,呼和浩特,71.6
2024,咸宁,咸宁,44
2024,咸阳,咸阳,63.3
2024,哈尔滨,哈尔滨,67.9
2024,唐山,唐山,68.7
2024,商丘,商丘,57.6
2024,喀什,喀什,41.3
2024,嘉兴,嘉兴,71.1
2024,大同,大同,47
2024,大庆,大庆,56.9
2024,大理,大理,44.3
2024,大连,大连,70.2
2024,天津,天津,79.1
2024,太原,太原,69.6
2024,威海,威海,69.5
2024,娄底,娄底,46.6
2024,孝感,孝感,51.7
2024,宁德,宁德,55.8
2024,宁波,宁波,78.9
2024,安庆,安庆,53.4
2024,安康,安康,39.4
2024,安阳,安阳,51.6
2024,安顺,安顺,39.5
2024,宜宾,宜宾,57.3
2024,宜昌,宜昌,67.4
2024,宜春,宜春,54.2
2024,宝鸡,宝鸡,54.6
2024,宣城,宣城,44.4
2024,宿州,宿州,51
2024,宿迁,宿迁,63.7
2024,岳阳,岳阳,60.5
2024,崇左,崇左,39.6
2024,巴彦淖尔,巴彦淖尔,39.8
2024,巴音郭楞,巴音郭楞,41.5
2024,常州,常州,73.3
2024,常德,常德,63.2
2024,平顶山,平顶山,55
2024,广元,广元,38.8
2024,广安,广安,42.8
2024,广州,广州,88.5
2024,庆阳,庆阳,39.3
2024,廊坊,廊坊,64.2
2024,延安,延安,51.5
2024,开封,开封,57.2
2024,张家口,张家口,50.8
2024,徐州,徐州,71.7
2024,德州,德州,63.1
2024,德阳,德阳,58.2
2024,忻州,忻州,43.1
2024,怀化,怀化,46.3
2024,恩施,恩施,41.7
2024,惠州,惠州,69.3
2024,成都,成都,90.5
2024,扬州,扬州,72.6
2024,承德,承德,49.8
2024,抚州,抚州,46
2024,拉萨,拉萨,58.1
2024,揭阳,揭阳,52.7
2024,攀枝花,攀枝花,43.7
2024,文山,文山,39.9
2024,新乡,新乡,57.9
2024,新余,新余,41.2
2024,无锡,无锡,81.9
2024,日照,日照,53.1
2024,昆明,昆明,73.9
2024,昌吉,昌吉,50
2024,昭通,昭通,41.4
2024,晋中,晋中,49.1
2024,晋城,晋城,50.4
2024,普洱,普洱,38.6
2024,景德镇,景德镇,41.1
2024,曲靖,曲靖,58.3
2024,朔州,朔州,42.4
2024,杭州,杭州,93.1
2024,枣庄,枣庄,50.9
2024,柳州,柳州,64.9
2024,株洲,株洲,56.9
2024,桂林,桂林,55.6
2024,梅州,梅州,42.6
2024,梧州,梧州,42.5
2024,楚雄,楚雄,42.1
2024,榆林,榆林,62.8
2024,武汉,武汉,83.4
2024,毕节,毕节,48.6
2024,永州,永州,51.6
2024,汉中,汉中,50.7
2024,汕头,汕头,62.8
2024,汕尾,汕尾,41.7
2024,江门,江门,64.1
2024,池州,池州,42.5
2024,沈阳,沈阳,74.1
2024,沧州,沧州,64.6
2024,河池,河池,38.5
2024,河源,河源,40.9
2024,泉州,泉州,74.4
2024,泰安,泰安,58.7
2024,泰州,泰州,68.5
2024,泸州,泸州,52.2
2024,洛阳,洛阳,66.3
2024,济南,济南,79.9
2024,济宁,济宁,65.4
2024,海口,海口,62.9
2024,淄博,淄博,70.3
2024,淮北,淮北,41.8
2024,淮南,淮南,43.6
2024,淮安,淮安,67.7
2024,深圳,深圳,92.2
2024,清远,清远,49.9
2024,温州,温州,74.7
2024,渭南,渭南,47.5
2024,湖州,湖州,64
2024,湘潭,湘潭,52.8
2024,湛江,湛江,63
2024,滁州,滁州,57.4
2024,滨州,滨州,60.2
2024,漯河,漯河,48.1
2024,漳州,漳州,66.6
2024,潍坊,潍坊,73.7
2024,潮州,潮州,43.1
2024,濮阳,濮阳,45.2
2024,烟台,烟台,75.5
2024,焦作,焦作,54
2024,牡丹江,牡丹江,43.7
2024,玉林,玉林,49.6
2024,玉溪,玉溪,54.4
2024,珠海,珠海,68.2
2024,百色,百色,42.8
2024,益阳,益阳,51.9
2024,盐城,盐城,64.8
2024,盘锦,盘锦,44.2
2024,眉山,眉山,43
2024,石家庄,石家庄,70.7
2024,福州,福州,81.6
2024,秦皇岛,秦皇岛,51.9
2024,红河,红河,51.8
2024,绍兴,绍兴,72.7
2024,绥化,绥化,40.7
2024,绵阳,绵阳,64.9
2024,聊城,聊城,52.6
2024,肇庆,肇庆,55.6
2024,自贡,自贡,44.5
2024,舟山,舟山,43.5
2024,芜湖,芜湖,67.1
2024,苏州,苏州,83.8
2024,茂名,茂名,58.6
2024,荆州,荆州,52
2024,荆门,荆门,50.6
2024,莆田,莆田,54.7
2024,菏泽,菏泽,63.8
2024,萍乡,萍乡,40.2
2024,营口,营口,43.4
2024,蚌埠,蚌埠,51.4
2024,衡水,衡水,51.7
2024,衡阳,衡阳,59.8
2024,衢州,衢州,46.8
2024,襄阳,襄阳,66.9
2024,西宁,西宁,59.1
2024,西安,西安,76.3
2024,许昌,许昌,59
2024,贵港,贵港,42.8
2024,贵阳,贵阳,71.5
2024,资阳,资阳,38.3
2024,赣州,赣州,61.3
2024,赤峰,赤峰,50.2
2024,辽源,辽源,40.4
2024,达州,达州,51.1
2024,运城,运城,49.3
2024,连云港,连云港,66.4
2024,通辽,通辽,43.6
2024,遂宁,遂宁,42.3
2024,遵义,遵义,64.5
2024,邢台,邢台,53.7
2024,邯郸,邯郸,63.9
2024,邵阳,邵阳,52.5
2024,郑州,郑州,82.3
2024,郴州,郴州,53
2024,鄂尔多斯,鄂尔多斯,62.6
2024,鄂州,鄂州,43.2
2024,酒泉,酒泉,43.2
2024,重庆,重庆,84.3
2024,金华,金华,69.8
2024,钦州,钦州,47.1
2024,铜仁,铜仁,42.8
2024,铜川,铜川,42.9
2024,铜陵,铜陵,58.5
2024,银川,银川,57.5
2024,锡林郭勒,锡林郭勒,40.1
2024,锦州,锦州,40.4
2024,镇江,镇江,69.2
2024,长春,长春,68.3
2024,长沙,长沙,77.8
2024,长治,长治,51.7
2024,阜阳,阜阳,56.8
2024,阳江,阳江,45.7
2024,阳泉,阳泉,39.2
2024,阿克苏,阿克苏,43.3
2024,随州,随州,42.9
2024,雅安,雅安,40.5
2024,青岛,青岛,78.5
2024,鞍山,鞍山,50.3
2024,韶关,韶关,45.4
2024,马鞍山,马鞍山,52.5
2024,驻马店,驻马店,53.8
2024,鹤壁,鹤壁,42.7
2024,鹰潭,鹰潭,41.8
2024,黄冈,黄冈,52.1
2024,黄山,黄山,43
2024,黄石,黄石,50.5
2024,黔东南,黔东南,41
2024,黔南,黔南,47.3
2024,黔西南州,黔西南州,42.6
2024,齐齐哈尔,齐齐哈尔,53.5
2024,龙岩,龙岩,55.3
